Country/Region,Code,Region,Income group,Population,date,days_since_outbreak,confirmed,recovered,deaths,confirmed_new,recovered_new,deaths_new,active_new,active,v_t_clean_5ma,confirmed_100k,perc_infected_dn,perc_cfr_dn,confirmed_dn,cfr,cmr
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-09,14.0,484,32,15,40.0,3.0,1.0,36.0,437,9.791300000000001,1.0,0.013020417898382954,0.30991735537190085,4840,3.0991735537190084,4.035253480903809e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-10,15.0,521,32,15,37.0,0.0,0.0,37.0,474,10.776480000000001,1.0,0.014015780423672563,0.28790786948176583,5210,2.8790786948176583,4.035253480903809e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-11,16.0,555,32,18,34.0,0.0,3.0,31.0,505,10.212760000000001,1.0,0.014930437879344094,0.3243243243243243,5550,3.2432432432432434,4.842304177084571e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-12,17.0,607,32,18,52.0,0.0,0.0,52.0,557,10.784340000000002,2.0,0.01632932575272408,0.29654036243822074,6070,2.9654036243822075,4.842304177084571e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-13,18.0,665,32,21,58.0,0.0,3.0,55.0,612,9.442340000000002,2.0,0.017889623765340215,0.3157894736842105,6650,3.1578947368421053,5.649354873265332e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-14,19.0,714,40,23,49.0,8.0,2.0,39.0,651,9.785100000000002,2.0,0.01920780656910213,0.3221288515406162,7140,3.221288515406162,6.187388670719173e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-15,20.0,784,43,25,70.0,3.0,2.0,65.0,716,9.385500000000002,2.0,0.021090924860190572,0.31887755102040816,7840,3.188775510204082,6.725422468173015e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-16,21.0,840,54,30,56.0,11.0,5.0,40.0,756,9.201980000000002,2.0,0.02259741949306133,0.35714285714285715,8400,3.571428571428571,8.070506961807618e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-17,22.0,906,99,30,66.0,45.0,0.0,21.0,777,9.486880000000003,2.0,0.024372931024659004,0.33112582781456956,9060,3.3112582781456954,8.070506961807618e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-18,23.0,933,112,30,27.0,13.0,0.0,14.0,791,12.688480000000002,3.0,0.025099276651221688,0.3215434083601286,9330,3.215434083601286,8.070506961807618e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-19,24.0,996,131,33,63.0,19.0,3.0,41.0,832,12.860180000000003,3.0,0.026794083113201285,0.3313253012048193,9960,3.313253012048193,8.877557657988379e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-20,25.0,1026,135,36,30.0,4.0,3.0,23.0,855,16.049300000000002,3.0,0.02760113380938205,0.3508771929824561,10260,3.508771929824561,9.684608354169141e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-21,26.0,1092,150,36,66.0,15.0,0.0,51.0,906,16.263600000000004,3.0,0.029376645340979727,0.32967032967032966,10920,3.296703296703297,9.684608354169141e-05
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-22,27.0,1176,166,40,84.0,16.0,4.0,64.0,970,16.30142,3.0,0.03163638729028585,0.3401360544217687,11760,3.4013605442176873,0.00010760675949076824
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-23,28.0,1279,179,42,103.0,13.0,2.0,88.0,1058,13.231860000000003,3.0,0.034407261347173146,0.328381548084441,12790,3.2838154808444098,0.00011298709746530664
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-24,29.0,1351,188,43,72.0,9.0,1.0,62.0,1120,13.641520000000003,4.0,0.03634418301800697,0.3182827535159141,13510,3.182827535159141,0.00011567726645257585
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-25,30.0,1463,188,47,112.0,0.0,4.0,108.0,1228,10.710720000000004,4.0,0.03935717228374848,0.3212576896787423,14630,3.2125768967874233,0.00012643794240165267
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-26,31.0,1531,207,50,68.0,19.0,3.0,46.0,1274,11.538420000000006,4.0,0.04118648719509154,0.32658393207054215,15310,3.2658393207054215,0.0001345084493634603
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-27,32.0,1703,220,57,172.0,13.0,7.0,152.0,1426,10.969900000000004,5.0,0.04581357785319458,0.33470346447445687,17030,3.3470346447445682,0.00015333963227434473
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-28,33.0,1828,228,58,125.0,8.0,1.0,116.0,1542,11.275920000000003,5.0,0.04917628908728108,0.3172866520787746,18280,3.1728665207877462,0.00015602980126161394
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-29,34.0,1939,252,60,111.0,24.0,2.0,85.0,1627,11.096300000000005,5.0,0.0521623766631499,0.30943785456420836,19390,3.094378545642084,0.00016141013923615235
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-04-30,35.0,2171,260,64,232.0,8.0,4.0,220.0,1847,10.582400000000003,6.0,0.058403568713614455,0.29479502533394747,21710,2.947950253339475,0.0001721708151852292
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-05-01,36.0,2335,310,68,164.0,50.0,4.0,110.0,1957,9.434680000000004,6.0,0.06281544585273595,0.291220556745182,23350,2.9122055674518204,0.000182931491134306
Afghanistan,AFG,South Asia,Low income,37172386.0,2020-05-02,37.0,2469,331,72,134.0,21.0,4.0,109.0,2066,10.616880000000005,7.0,0.06642027229567668,0.29161603888213855,24690,2.916160388821385,0.00019369216708338283
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-03-23,1.0,104,2,4,15.0,0.0,2.0,13.0,98,7.398740000000006,4.0,0.03628274866939997,0.38461538461538464,1040,3.8461538461538463,0.00013954903334384604
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-03-24,2.0,123,10,5,19.0,8.0,1.0,10.0,108,6.520940000000006,4.0,0.042911327753232656,0.40650406504065045,1230,4.0650406504065035,0.00017443629167980754
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-03-25,3.0,146,17,5,23.0,7.0,0.0,16.0,124,5.7828600000000066,5.0,0.0509353971705038,0.3424657534246575,1460,3.4246575342465753,0.00017443629167980754
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-03-26,4.0,174,17,6,28.0,0.0,1.0,27.0,151,4.887540000000007,6.0,0.06070382950457302,0.3448275862068966,1740,3.4482758620689653,0.00020932355001576907
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-03-27,5.0,186,31,8,12.0,14.0,2.0,-4.0,147,6.088060000000008,6.0,0.06489030050488839,0.43010752688172044,1860,4.301075268817205,0.0002790980666876921
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-03-28,6.0,197,31,10,11.0,0.0,2.0,9.0,156,7.610560000000008,7.0,0.06872789892184417,0.5076142131979695,1970,5.0761421319796955,0.0003488725833596151
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-03-29,7.0,212,33,10,15.0,2.0,0.0,13.0,169,8.673280000000009,7.0,0.0739609876722384,0.4716981132075472,2120,4.716981132075472,0.0003488725833596151
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-03-30,8.0,223,44,11,11.0,11.0,1.0,-1.0,168,10.604820000000007,8.0,0.07779858608919417,0.49327354260089684,2230,4.932735426008969,0.00038375984169557653
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-03-31,9.0,243,52,15,20.0,8.0,4.0,8.0,176,11.428480000000008,8.0,0.08477603775638647,0.6172839506172839,2430,6.172839506172839,0.0005233088750394226
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-01,10.0,259,67,15,16.0,15.0,0.0,1.0,177,11.523820000000008,9.0,0.09035799909014029,0.5791505791505791,2590,5.7915057915057915,0.0005233088750394226
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-02,11.0,277,76,16,18.0,9.0,1.0,8.0,185,11.174340000000008,10.0,0.09663770559061337,0.5776173285198556,2770,5.776173285198556,0.0005581961333753841
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-03,12.0,304,89,17,27.0,13.0,1.0,13.0,198,10.77572000000001,11.0,0.10605726534132298,0.5592105263157895,3040,5.592105263157895,0.0005930833917113455
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-04,13.0,333,99,20,29.0,10.0,3.0,16.0,214,9.55676000000001,12.0,0.11617457025875182,0.6006006006006006,3330,6.006006006006006,0.0006977451667192302
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-05,14.0,361,104,20,28.0,5.0,0.0,23.0,237,9.65980000000001,13.0,0.12594300259282104,0.554016620498615,3610,5.540166204986149,0.0006977451667192302
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-06,15.0,377,116,21,16.0,12.0,1.0,3.0,240,10.682420000000011,13.0,0.13152496392657487,0.5570291777188329,3770,5.570291777188329,0.0007326324250551917
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-07,16.0,383,131,22,6.0,15.0,1.0,-10.0,230,17.398800000000012,13.0,0.13361819942673256,0.5744125326370757,3830,5.7441253263707575,0.0007675196833911531
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-08,17.0,400,154,22,17.0,23.0,0.0,-6.0,224,19.10030000000001,14.0,0.13954903334384602,0.5499999999999999,4000,5.5,0.0007675196833911531
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-09,18.0,409,165,23,9.0,11.0,1.0,-3.0,221,23.80910000000001,14.0,0.14268888659408258,0.5623471882640587,4090,5.623471882640587,0.0008024069417271146
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-10,19.0,416,182,23,7.0,17.0,0.0,-10.0,211,30.261000000000013,15.0,0.14513099467759988,0.5528846153846154,4160,5.528846153846153,0.0008024069417271146
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-11,20.0,433,197,23,17.0,15.0,0.0,2.0,213,30.525540000000014,15.0,0.15106182859471332,0.5311778290993071,4330,5.311778290993072,0.0008024069417271146
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-12,21.0,446,217,23,13.0,20.0,0.0,-7.0,206,26.432260000000014,16.0,0.15559717217838834,0.515695067264574,4460,5.15695067264574,0.0008024069417271146
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-13,22.0,467,232,23,21.0,15.0,0.0,6.0,212,26.25322000000001,16.0,0.16292349642894025,0.4925053533190578,4670,4.925053533190578,0.0008024069417271146
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-14,23.0,475,248,24,8.0,16.0,1.0,-9.0,203,28.18446000000001,17.0,0.16571447709581716,0.5052631578947369,4750,5.052631578947368,0.0008372942000630763
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-15,24.0,494,251,25,19.0,3.0,1.0,15.0,218,23.550020000000007,17.0,0.17234305617964985,0.5060728744939271,4940,5.060728744939271,0.0008721814583990378
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-16,25.0,518,277,26,24.0,26.0,1.0,-3.0,215,23.011060000000004,18.0,0.18071599818028058,0.5019305019305019,5180,5.019305019305019,0.0009070687167349993
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-17,26.0,539,283,26,21.0,6.0,0.0,15.0,230,21.81304,19.0,0.18804232243083252,0.48237476808905383,5390,4.823747680890538,0.0009070687167349993
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-18,27.0,548,302,26,9.0,19.0,0.0,-10.0,220,27.1715,19.0,0.19118217568106904,0.4744525547445255,5480,4.744525547445255,0.0009070687167349993
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-19,28.0,562,314,26,14.0,12.0,0.0,2.0,222,24.505280000000003,20.0,0.19606639184810365,0.4626334519572953,5620,4.6263345195729535,0.0009070687167349993
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-20,29.0,584,327,26,22.0,13.0,0.0,9.0,231,24.580900000000003,20.0,0.2037415886820152,0.4452054794520548,5840,4.4520547945205475,0.0009070687167349993
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-21,30.0,609,345,26,25.0,18.0,0.0,7.0,238,24.965880000000002,21.0,0.2124634032660056,0.4269293924466338,6090,4.269293924466338,0.0009070687167349993
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-22,31.0,634,356,27,25.0,11.0,1.0,13.0,251,24.92338,22.0,0.22118521784999595,0.42586750788643535,6340,4.2586750788643535,0.0009419559750709607
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-23,32.0,663,385,27,29.0,29.0,0.0,0.0,251,19.65144,23.0,0.23130252276742477,0.40723981900452494,6630,4.072398190045249,0.0009419559750709607
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-24,33.0,678,394,27,15.0,9.0,0.0,6.0,257,20.35254,24.0,0.23653561151781902,0.39823008849557523,6780,3.982300884955752,0.0009419559750709607
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-25,34.0,712,403,27,34.0,9.0,0.0,25.0,282,19.575520000000004,25.0,0.24839727935204595,0.3792134831460674,7120,3.7921348314606744,0.0009419559750709607
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-26,35.0,726,410,28,14.0,7.0,1.0,6.0,288,23.387680000000007,25.0,0.2532814955190805,0.3856749311294766,7260,3.8567493112947657,0.0009768432334069223
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-27,36.0,736,422,28,10.0,12.0,0.0,-2.0,286,30.075440000000008,26.0,0.2567702213526767,0.3804347826086957,7360,3.804347826086957,0.0009768432334069223
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-28,37.0,750,431,30,14.0,9.0,2.0,3.0,289,34.33294000000001,26.0,0.2616544375197113,0.4,7500,4.0,0.0010466177500788453
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-29,38.0,766,455,30,16.0,24.0,0.0,-8.0,281,34.70378000000001,27.0,0.2672363988534651,0.39164490861618795,7660,3.91644908616188,0.0010466177500788453
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-04-30,39.0,773,470,31,7.0,15.0,1.0,-9.0,272,47.10980000000001,27.0,0.2696785069369824,0.40103492884864167,7730,4.010349288486417,0.0010815050084148068
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-05-01,40.0,782,488,31,9.0,18.0,0.0,-9.0,263,51.96632000000001,27.0,0.272818360187219,0.39641943734015345,7820,3.9641943734015346,0.0010815050084148068
Albania,ALB,Europe & Central Asia,Upper middle income,2866376.0,2020-05-02,41.0,789,519,31,7.0,31.0,0.0,-24.0,239,57.38878000000001,28.0,0.2752604682707363,0.39290240811153354,7890,3.929024081115336,0.0010815050084148068
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-03-21,1.0,139,32,15,49.0,0.0,4.0,45.0,92,7.936920000000015,0.0,0.0032916213861519687,1.079136690647482,1390,10.79136690647482,3.552109409516513e-05
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-03-22,2.0,201,65,17,62.0,33.0,2.0,27.0,119,6.998060000000015,0.0,0.004759826608752128,0.845771144278607,2010,8.45771144278607,4.0257239974520484e-05
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-03-23,3.0,230,65,17,29.0,0.0,0.0,29.0,148,7.3654200000000145,1.0,0.005446567761258654,0.7391304347826086,2300,7.391304347826087,4.0257239974520484e-05
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-03-24,4.0,264,65,19,34.0,0.0,2.0,32.0,180,7.514300000000015,1.0,0.006251712560749063,0.7196969696969697,2640,7.196969696969697,4.4993385853875836e-05
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-03-25,5.0,302,65,21,38.0,0.0,2.0,36.0,216,4.456160000000014,1.0,0.00715158027782658,0.695364238410596,3020,6.95364238410596,4.972953173323118e-05
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-03-26,6.0,367,65,25,65.0,0.0,4.0,61.0,277,4.8472400000000135,1.0,0.00869082768861707,0.6811989100817438,3670,6.811989100817439,5.9201823491941885e-05
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-03-27,7.0,409,65,26,42.0,0.0,1.0,41.0,318,5.749780000000014,1.0,0.009685418323281693,0.6356968215158924,4090,6.356968215158925,6.156989643161956e-05
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-03-28,8.0,454,65,29,45.0,0.0,3.0,42.0,360,6.049200000000015,1.0,0.010751051146136647,0.6387665198237885,4540,6.387665198237885,6.867411525065258e-05
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-03-29,9.0,511,65,31,57.0,0.0,2.0,55.0,415,6.215760000000015,1.0,0.012100852721752922,0.6066536203522506,5110,6.066536203522505,7.341026113000793e-05
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-03-30,10.0,584,65,35,73.0,0.0,4.0,69.0,484,6.223060000000015,1.0,0.013829545967717623,0.5993150684931506,5840,5.993150684931506,8.288255288871864e-05
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-03-31,11.0,716,65,44,132.0,0.0,9.0,123.0,607,6.192220000000016,2.0,0.016955402248092156,0.6145251396648044,7160,6.145251396648044,0.00010419520934581771
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-01,12.0,847,65,58,131.0,0.0,14.0,117.0,724,5.738020000000015,2.0,0.02005757779906991,0.6847697756788667,8470,6.8476977567886665,0.00013734823050130516
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-02,13.0,986,65,86,139.0,0.0,28.0,111.0,835,5.322340000000015,2.0,0.02334919918522188,0.8722109533468559,9860,8.72210953346856,0.0002036542728122801
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-03,14.0,1171,65,105,185.0,0.0,19.0,166.0,1001,4.956540000000015,3.0,0.027730134123625582,0.8966695132365499,11710,8.9666951323655,0.0002486476586661559
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-04,15.0,1251,90,130,80.0,25.0,25.0,30.0,1031,6.015980000000015,3.0,0.029624592475367723,1.0391686650679457,12510,10.391686650679457,0.0003078494821580978
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-05,16.0,1320,90,152,69.0,0.0,22.0,47.0,1078,7.917420000000014,3.0,0.03125856280374532,1.1515151515151514,13200,11.515151515151516,0.0003599470868310067
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-06,17.0,1423,90,173,103.0,0.0,21.0,82.0,1160,8.937180000000016,3.0,0.033697677931613323,1.2157413914265636,14230,12.157413914265636,0.00040967661856423785
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-07,18.0,1468,113,193,45.0,23.0,20.0,2.0,1162,12.477380000000014,3.0,0.03476331075446828,1.3147138964577656,14680,13.147138964577657,0.00045703807735779134
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-08,19.0,1572,237,205,104.0,124.0,12.0,-32.0,1130,13.696300000000017,4.0,0.037226106611733055,1.3040712468193385,15720,13.040712468193385,0.0004854549526339234
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-09,20.0,1666,347,235,94.0,110.0,30.0,-46.0,1084,13.985540000000015,4.0,0.03945209517503007,1.4105642256902762,16660,14.105642256902762,0.0005564971408242537
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-10,21.0,1761,405,256,95.0,58.0,21.0,16.0,1100,13.903240000000016,4.0,0.04170176446772387,1.4537194775695628,17610,14.537194775695628,0.0006062266725574849
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-11,22.0,1825,460,275,64.0,55.0,19.0,-10.0,1090,15.941520000000017,4.0,0.04321733114911758,1.5068493150684932,18250,15.068493150684931,0.0006512200584113607
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-12,23.0,1914,591,293,89.0,131.0,18.0,-60.0,1030,14.400260000000017,5.0,0.04532491606543071,1.5308254963427377,19140,15.308254963427379,0.0006938453713255589
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-13,24.0,1983,601,313,69.0,10.0,20.0,39.0,1069,16.289240000000017,5.0,0.046958886393808304,1.578416540595058,19830,15.784165405950578,0.0007412068301191125
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-14,25.0,2070,691,326,87.0,90.0,13.0,-16.0,1053,17.130840000000017,5.0,0.049019109851327874,1.57487922705314,20700,15.7487922705314,0.0007719917783349222
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-15,26.0,2160,708,336,90.0,17.0,10.0,63.0,1116,17.888320000000018,5.0,0.0511503754970378,1.5555555555555556,21600,15.555555555555555,0.0007956725077316989
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-16,27.0,2268,783,348,108.0,75.0,12.0,21.0,1137,16.84630000000002,5.0,0.05370789427188968,1.5343915343915344,22680,15.343915343915343,0.000824089383007831
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-17,28.0,2418,846,364,150.0,63.0,16.0,71.0,1208,16.09952000000002,6.0,0.05726000368140619,1.5053763440860215,24180,15.053763440860216,0.0008619785500426738
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-18,29.0,2534,894,367,116.0,48.0,3.0,65.0,1273,15.143660000000017,6.0,0.06000696829143229,1.4483030781373323,25340,14.483030781373325,0.0008690827688617068
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-19,30.0,2629,1047,375,95.0,153.0,8.0,-66.0,1207,15.681700000000017,6.0,0.062256637584126084,1.4263978699125144,26290,14.263978699125143,0.0008880273523791283
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-20,31.0,2718,1099,384,89.0,52.0,9.0,28.0,1235,16.588360000000016,6.0,0.06436422250043922,1.4128035320088301,27180,14.1280353200883,0.0009093400088362273
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-21,32.0,2811,1152,392,93.0,53.0,8.0,32.0,1267,17.86748000000002,7.0,0.06656653033433946,1.3945215225898258,28110,13.945215225898258,0.0009282845923536487
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-22,33.0,2910,1204,402,99.0,52.0,10.0,37.0,1304,19.707960000000018,7.0,0.06891092254462035,1.3814432989690721,29100,13.814432989690722,0.0009519653217504255
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-23,34.0,3007,1355,407,97.0,151.0,5.0,-59.0,1245,20.977280000000018,7.0,0.0712079532961077,1.3535084802128368,30070,13.535084802128367,0.0009638056864488139
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-24,35.0,3127,1408,415,120.0,53.0,8.0,59.0,1304,20.75332000000002,7.0,0.07404964082372091,1.3271506236008954,31270,13.271506236008953,0.0009827502699662352
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-25,36.0,3256,1479,419,129.0,71.0,4.0,54.0,1358,20.01864000000002,8.0,0.07710445491590512,1.2868550368550369,32560,12.86855036855037,0.000992222561724946
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-26,37.0,3382,1508,425,126.0,29.0,6.0,91.0,1449,19.54940000000002,8.0,0.08008822681989898,1.2566528681253697,33820,12.566528681253697,0.001006430999363012
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-27,38.0,3517,1558,432,135.0,50.0,7.0,78.0,1527,19.08604000000002,8.0,0.08328512528846385,1.2283195905601365,35170,12.283195905601364,0.001023007509940756
Algeria,DZA,Middle East & North Africa,Upper middle income,42228429.0,2020-04-28,39.0,3649,1651,437,132.0,93.0,5.0,34.0,1561,18.62074000000002,9.0,0.08641098156883838,1.197588380378186,36490,11.975883803781857,0.001034847874639144
